Lat,Long,cluster
30.883106,75.781761,1
30.8833407,75.7815926,1
30.913177,75.833195,2
30.916285,75.834092,2
30.916259,75.83411,2
30.916,75.83483,2
30.9082118,75.8275197,2
30.910093,75.831194,2
30.9162599,75.8340417,2
30.9056481,75.8354131,2
30.9149621,75.830984,2
30.9086323,75.8286556,2
30.911278,75.8342459,2
30.916009,75.832204,2
30.910027,75.827759,2
30.910355,75.8322628,2
30.9131095,75.8365612,2
30.9089375,75.8318447,2
30.905889,75.835965,2
30.9078308,75.8319351,2
30.9052393,75.8330967,2
30.9076743,75.834926,2
30.9076743,75.834926,2
30.905962,75.836007,2
30.89914,75.87033,3
30.898957,75.870415,3
30.906886,75.856962,3
30.9109681,75.8642488,3
30.9041507,75.858017,3
30.902347,75.868288,3
30.9141811,75.866861,3
30.896698,75.858193,3
30.9076994,75.8572768,3
30.8976136,75.8638415,3
30.898618,75.872136,3
30.896001,75.8761739,3
30.898794,75.861576,3
30.900356,75.873764,3
30.9072012,75.8729868,3
30.9115386,75.8676384,3
30.9138266,75.8661482,3
30.91421,75.866947,3
30.9104522,75.8675565,3
30.90002,75.8723,3
30.9009,75.86988,3
30.899765,75.860058,3
30.900965,75.857275,3
30.8968043,75.8635451,3
30.8985992,75.8583865,3
30.8969804,75.8635927,3
30.9076231,75.8556698,3
30.900956,75.857273,3
30.901322,75.853988,3
30.8986523,75.8567779,3
30.89346,75.86833,3
30.8942829,75.8713493,3
30.900965,75.8572759,3
30.90494,75.866228,3
30.9047848,75.8655596,3
30.9081663,75.8620485,3
30.900965,75.8572758,3
30.909337,75.858723,3
30.837474,75.862178,4
30.837474,75.862178,4
30.8367651,75.8627287,4
30.8436008,75.8620538,4
30.836662,75.862935,4
30.8453842,75.879214,4
30.841118,75.885076,4
30.836088,75.863702,4
30.8614631,75.8591977,4
30.8578403,75.859718,4
30.856284,75.876717,4
30.8575132,75.8622309,4
30.8624079,75.8529869,4
30.859007,75.878406,4
30.892134,75.8291343,5
30.900558,75.828077,5
30.900558,75.828077,5
30.8954914,75.8297451,5
30.8954914,75.8297451,5
30.89939,75.82439,5
30.900138,75.826934,5
30.9010868,75.8340554,5
30.9009634,75.8341075,5
30.902475,75.831088,5
30.9019022,75.8333883,5
30.901681,75.8281339,5
30.9004001,75.8293383,5
30.9043334,75.8322743,5
30.8945559,75.8294928,5
30.8977308,75.8257956,5
30.901962,75.833311,5
30.90136,75.83265,5
30.9003605,75.8336921,5
30.90474,75.83153,5
30.900639,75.829278,5
30.8896358,75.8303799,5
30.8929082,75.8291793,5
30.9027772,75.8321975,5
30.901833,75.828103,5
30.9003995,75.8295522,5
30.900543,75.829223,5
30.900096,75.826027,5
30.8961537,75.8302012,5
30.9006928,75.8291456,5
30.9005988,75.8292713,5
30.9005969,75.8288599,5
30.9022561,75.8282811,5
30.900525,75.829371,5
30.9004474,75.8290624,5
30.90169,75.832554,5
30.90108,75.83222,5
30.9022137,75.8332512,5
30.90495,75.83238,5
30.9015309,75.8322062,5
30.9028233,75.8305168,5
30.90146,75.83294,5
30.90382,75.83044,5
30.89268,75.82917,5
30.9003317,75.8337343,5
30.8985074,75.8354337,5
30.89697,75.83869,5
30.9016993,75.8325076,5
30.8982341,75.8310129,5
30.9011004,75.8340777,5
30.903509,75.8333526,5
30.892745,75.8291376,5
30.90509,75.83184,5
30.8981533,75.8309438,5
30.900531,75.829227,5
30.900619,75.829234,5
30.9006712,75.8291323,5
30.9004731,75.8294363,5
30.9006374,75.8292231,5
30.9002307,75.829416,5
30.900339,75.829526,5
30.903152,75.8224599,5
30.902847,75.826076,5
30.902672,75.8249005,5
30.900543,75.829223,5
30.9004384,75.8295068,5
30.9004742,75.8292496,5
30.902316,75.823762,5
30.9004298,75.8294141,5
30.90181,75.828124,5
30.9005135,75.8289638,5
30.900543,75.829223,5
30.9003742,75.8290616,5
30.92681,75.82257,6
30.9156588,75.8225494,6
30.91972,75.81946,6
30.916613,75.823183,6
30.9145252,75.823372,6
30.922861,75.830891,6
30.9176531,75.828475,6
30.915621,75.823926,6
30.916714,75.825112,6
30.9184889,75.819165,6
30.9158238,75.8210739,6
30.914101,75.8245039,6
30.9168896,75.8240429,6
30.9163133,75.82068,6
30.9155731,75.8164895,6
30.9154139,75.8150448,6
30.909605,75.8223405,6
30.9146337,75.8237478,6
30.9167271,75.8242544,6
30.9137112,75.8216141,6
30.8925014,75.822452,7
30.8967002,75.8164298,7
30.8960221,75.8133905,7
30.8949781,75.8119249,7
30.892551,75.82222,7
30.8922196,75.8200227,7
30.898971,75.822974,7
30.8934077,75.8209496,7
30.888728,75.803758,7
30.8991732,75.8228866,7
30.886924,75.80477,7
30.8991957,75.8228852,7
30.89306,75.825112,7
30.8901586,75.8099925,7
30.890002,75.8100337,7
30.892659,75.822179,7
30.884364,75.804212,7
30.8939339,75.823589,7
30.8977839,75.8216326,7
30.89877,75.82271,7
30.8976085,75.8215998,7
30.9006087,75.809914,7
30.897662,75.8217815,7
30.894688,75.8223638,7
30.8946003,75.8060262,7
30.88766,75.8044121,7
30.8978442,75.821464,7
30.8979448,75.8216182,7
30.8977307,75.8215029,7
30.8976804,75.8216722,7
30.897977,75.82166,7
30.897871,75.82163,7
30.8927696,75.8219159,7
30.8977168,75.8215333,7
30.8977989,75.8216581,7
30.8978896,75.8216291,7
30.8927952,75.8230927,7
30.8977437,75.8218539,7
30.8941848,75.8239051,7
30.8933648,75.8210579,7
30.8977839,75.8217265,7
30.8977989,75.82165,7
30.8979747,75.8215865,7
30.890263,75.818245,7
30.8875109,75.8176234,7
30.8958172,75.8131122,7
30.8939549,75.824228,7
30.884571,75.827453,7
30.8978334,75.8216742,7
30.8914572,75.8180921,7
30.8977483,75.8218244,7
30.8976528,75.8219276,7
30.894681,75.822302,7
30.8977072,75.8215392,7
30.8974266,75.8218078,7
30.8978518,75.8217359,7
30.8978852,75.8215937,7
30.8978062,75.8216765,7
30.8933361,75.821063,7
30.89137,75.816765,7
30.895905,75.8131645,7
30.9019147,75.8077749,7
30.8835923,75.8222706,7
30.908887,75.839788,8
30.908887,75.839788,8
30.920593,75.837081,8
30.915632,75.841005,8
30.9068138,75.840731,8
30.91723,75.84159,8
30.918344,75.846875,8
30.9158208,75.8407764,8
30.914799,75.840171,8
30.9131186,75.8379592,8
30.90682,75.84037,8
30.9124144,75.8402391,8
30.913505,75.840097,8
30.91443,75.848975,8
30.906555,75.840634,8
30.9167906,75.8484185,8
30.915834,75.8408659,8
30.915992,75.840694,8
30.915636,75.8408989,8
30.906485,75.840649,8
30.915719,75.840915,8
30.915636,75.8408989,8
30.9109068,75.8512995,8
30.9077669,75.8397772,8
30.9111827,75.8512509,8
30.915885,75.840971,8
30.908564,75.840254,8
30.9114447,75.8399329,8
30.9118742,75.8402659,8
30.906552,75.840645,8
30.915636,75.8408989,8
30.906466,75.840615,8
30.9114287,75.8398876,8
30.90647,75.84038,8
30.9076077,75.839992,8
30.90676,75.84084,8
30.9079747,75.8397989,8
30.906754,75.840707,8
30.901178,75.849055,8
30.907657,75.840528,8
30.9078757,75.8396611,8
30.916004,75.840684,8
30.906809,75.840739,8
30.90746,75.83998,8
30.91591,75.840902,8
30.9159997,75.8405918,8
30.915636,75.8408989,8
30.915679,75.8408259,8
30.915915,75.840893,8
30.9155357,75.8409579,8
30.915923,75.840835,8
30.91558,75.840818,8
30.915636,75.8408989,8
30.9158171,75.8408457,8
30.915636,75.8408989,8
30.9132877,75.8420764,8
30.915864,75.840719,8
30.915945,75.8406159,8
30.915945,75.8406159,8
30.8838549,75.898473,9
30.901314,75.9092709,9
30.883958,75.887546,9
30.883958,75.887546,9
30.890345,75.884825,9
30.890928,75.885621,9
30.894856,75.9062029,9
30.900048,75.9126369,9
30.887321,75.891384,9
30.875884,75.898084,9
30.9112748,75.9194078,9
30.9009043,75.9104167,9
30.8976717,75.8948428,9
30.8972232,75.8841291,9
30.9021869,75.8944222,9
30.8787,75.89564,9
30.8832732,75.8878835,9
30.9052292,75.8948294,9
30.8918673,75.9166304,9
30.8998199,75.8912356,9
30.8944717,75.9052164,9
30.8987638,75.918286,9
30.9055928,75.8955815,9
30.895946,75.901388,9
30.9076505,75.9008875,9
30.905064,75.896433,9
30.8940763,75.9123261,9
30.905384,75.89576,9
30.8850874,75.9134926,9
30.905251,75.894841,9
30.9078422,75.9043438,9
30.9059777,75.8943463,9
30.902194,75.905546,9
30.902194,75.905546,9
30.904397,75.901719,9
30.8991669,75.902068,9
30.8939987,75.9126379,9
30.9057879,75.7732241,10
30.9112126,75.7615608,10
30.9109422,75.761649,10
30.9203596,75.7822883,10
30.9057436,75.7711427,10
30.938972,75.836191,11
30.9525305,75.8333445,11
30.9623512,75.8266547,11
30.932694,75.828095,11
30.9447386,75.8288046,11
30.9442378,75.8305443,11
30.932123,75.840399,11
30.879733,75.847065,12
30.885554,75.831744,12
30.888419,75.844872,12
30.875249,75.8376895,12
30.8918045,75.8485043,12
30.89186,75.8425149,12
30.873907,75.842467,12
30.8926528,75.8449745,12
30.8878718,75.8365147,12
30.8740758,75.843388,12
30.8858108,75.8486719,12
30.889795,75.834965,12
30.8829163,75.831026,12
30.8917301,75.8413173,12
30.87467,75.843706,12
30.8911397,75.8413089,12
30.8906692,75.8380584,12
30.873831,75.843351,12
30.890999,75.841116,12
30.8735218,75.8429579,12
30.8896784,75.8392493,12
30.8892413,75.839256,12
30.8888172,75.8396858,12
30.886012,75.83929,12
30.8905694,75.8415815,12
30.890569,75.841781,12
30.8872553,75.8437671,12
30.8896099,75.841493,12
30.889774,75.840322,12
30.8888757,75.8414043,12
30.8854315,75.8518521,12
30.8874418,75.8517614,12
30.8867326,75.8458767,12
30.8866265,75.8460974,12
30.889663,75.8376859,12
30.8888638,75.8413897,12
30.8884921,75.8445078,12
30.8899322,75.8377308,12
30.891494,75.8389078,12
30.889541,75.84156,12
30.87659,75.84636,12
30.887165,75.84364,12
30.8879066,75.8339432,12
30.887165,75.84364,12
30.889829,75.8354739,12
30.883224,75.848209,12
30.8888273,75.8413187,12
30.888703,75.841207,12
30.8886649,75.8409679,12
30.889455,75.8413939,12
30.89547,75.8427529,12
30.8926499,75.8449766,12
30.8903874,75.8385696,12
30.8747332,75.8409954,12
30.889337,75.935128,13
30.8626393,75.9025853,13
30.8685715,75.9186494,13
30.871471,75.912347,13
30.8893,75.935199,13
30.8894461,75.9352818,13
30.8647877,75.9242211,13
30.8599612,75.9334468,13
30.872767,75.909479,13
30.8574861,75.9366099,13
30.85449,75.942907,13
30.879959,75.931867,13
30.882171,75.926983,13
30.8567373,75.9375668,13
30.8603639,75.9322814,13
30.8629625,75.9294983,13
30.8564392,75.9390714,13
30.856946,75.939696,13
30.8781307,75.8250918,14
30.86226,75.83027,14
30.8699399,75.8128463,14
30.863538,75.83717,14
30.869955,75.8116199,14
30.869949,75.811761,14
30.858384,75.8169193,14
30.8586543,75.8168227,14
30.86977,75.8320459,14
30.866156,75.8411749,14
30.877643,75.8098595,14
30.8689575,75.8101774,14
30.877682,75.809814,14
30.8609185,75.8369639,14
30.8689575,75.8101774,14
30.870141,75.8288826,14
30.8663878,75.8309301,14
30.8510458,75.8282929,14
30.8605003,75.8347908,14
30.8702763,75.8257173,14
30.846306,75.8362037,14
30.909674,75.8818989,15
30.9288652,75.8759845,15
30.9279366,75.8709091,15
30.909637,75.882654,15
30.931616,75.871149,15
30.938042,75.8786499,15
30.938078,75.878643,15
30.9130789,75.8704662,15
30.913469,75.8738351,15
30.9100188,75.882063,15
30.911977,75.876722,15
30.930733,75.874692,15
30.9108895,75.887501,15
30.9258658,75.8951186,15
30.9306081,75.8973094,15
30.9109707,75.8785601,15
30.913107,75.873722,15
30.913939,75.874901,15
30.920153,75.881531,15
30.931939,75.871443,15
30.8789044,75.8586115,16
30.8898619,75.8616351,16
30.8840251,75.8653972,16
30.878542,75.858689,16
30.8840351,75.8585157,16
30.888973,75.858288,16
30.8842,75.85641,16
30.872946,75.8689605,16
30.8731322,75.8779372,16
30.8781419,75.874882,16
30.8895135,75.8792193,16
30.878205,75.858926,16
30.8790002,75.8589488,16
30.876028,75.8708242,16
30.8753626,75.8742711,16
30.87859,75.85891,16
30.878628,75.8589049,16
30.880465,75.858909,16
30.8878682,75.8637612,16
30.874659,75.852526,16
30.87659,75.85878,16
30.888986,75.863522,16
30.8878956,75.870098,16
30.87802,75.86713,16
30.890999,75.8705155,16
30.916383,75.809651,17
30.91705,75.80363,17
30.917443,75.800237,17
30.925891,75.812375,17
30.916583,75.8065029,17
30.916889,75.80344,17
30.9258307,75.8127653,17
30.917198,75.803131,17
30.916649,75.8065479,17
30.925752,75.812726,17
30.9511596,75.7893938,17
30.9166339,75.8077338,17
30.9335366,75.8104188,17
30.911999,75.805224,17
30.9252362,75.8642599,18
30.9271641,75.8545641,18
30.9252379,75.8642556,18
30.920525,75.849024,18
30.9175759,75.856348,18
30.9414419,75.8550198,18
30.9233141,75.8556879,18
30.9158218,75.8531817,18
30.9194137,75.8628363,18
30.9257761,75.8651501,18
30.9175836,75.8548795,18
30.91832,75.866001,18
30.9170274,75.8487464,18
30.9145286,75.852189,18
30.914494,75.852287,18
30.92683,75.863784,18
30.917788,75.849037,18
30.917472,75.8522305,18
30.919404,75.8548929,18
30.926326,75.848519,18
30.917269,75.8513856,18
30.93638,75.848208,18
30.9417238,75.8613952,18
30.9182185,75.8529246,18
30.9170225,75.8497613,18
30.919582,75.849616,18
